origin_topic_q5,origin_topic_q4,origin_topic_q1,origin_topic_q3,origin_topic_q2,intruder_task_index_q5,word2_q4,word1_q4,word2_q2,word1_q2,word1_q1,word2_q1,intruder_topic_q2,intruder_topic_q3,intruder_topic_q1,word3_q3,intruder_topic_q4,intruder_topic_q5,word0_q4,word4_q3,word0_q5,word3_q5,word4_q5,intruder_source_index_q2,intruder_source_index_q3,intruder_source_index_q1,intruder_source_index_q4,intruder_source_index_q5,word5_q3,word5_q2,word5_q1,word0_q1,word0_q2,word0_q3,word2_q5,word5_q5,intruder_task_index_q4,word1_q3,word5_q4,intruder_task_index_q1,intruder_task_index_q2,intruder_task_index_q3,intruder_token_q4,intruder_token_q5,intruder_token_q1,intruder_token_q2,intruder_token_q3,word2_q3,word1_q5,word3_q1,word4_q1,word4_q2,word3_q2,word4_q4,word3_q4
7,0,20,22,12,0,ship,abc,syria,israel,nato,background,4,10,14,gay,10,20,earthquake,supreme,pope,advair,spill,17,9,8,8,2,religious,actor,veterans,pope,regime,marriage,gulf,cbs,3,inches,passengers,1,5,1,tropical,pope,nato,actor,inches,religion,copd,guns,mental,russia,egypt,haiti,tropical
2,20,26,17,16,1,background,guns,flu,holiday,prosecutor,trading,19,25,2,convention,12,16,arab,baseball,bin,martin,zimmerman,7,13,18,9,13,league,christmas,fed,earnings,thanksgiving,score,laden,jury,0,giants,veterans,1,4,3,arab,eve,prosecutor,ere,convention,nbc,eve,investors,stocks,ere,shopping,pope,mental
0,20,2,4,12,4,protests,pope,israel,russia,bin,zimmerman,23,11,26,lincoln,12,23,mental,kennedy,ship,earthquake,prostate,13,1,16,17,10,amendment,syria,jury,laden,prescription,character,haiti,passengers,2,film,veterans,4,0,5,protests,prostate,inflation,prescription,amendment,tavis,abc,martin,inflation,regime,egypt,background,guns
5,17,1,14,27,3,baseball,nbc,oakland,santa,avenue,cloudy,17,10,7,libya,0,12,league,korea,cymbalta,nations,enbrel,3,1,18,18,19,flooding,ktvu,beltway,baltimore,jose,nuclear,wolf,anderson,4,taliban,giants,4,4,5,fly,nations,prescription,giants,flooding,pakistan,cnn,metro,prescription,giants,fog,fly,score
28,12,9,16,12,4,kit,syria,syria,israel,balanced,delicious,16,18,28,christmas,18,4,regime,flu,boehner,fiscal,rose,2,6,15,11,16,thanksgiving,egypt,nbc,fiber,russia,identity,compromise,ryan,2,shopping,russia,1,4,0,kit,rose,balanced,flu,identity,holiday,ceiling,wedding,calories,flu,regime,egypt,israel
7,26,20,3,25,0,stocks,bomb,newt,rick,pope,mental,2,0,29,las,21,18,fed,occur,supplement,copd,advair,9,16,9,12,2,color,gingrich,guns,background,santorum,que,spill,gulf,1,gonna,trading,3,3,4,bomb,supplement,convicted,casey,occur,kitchen,cbs,convicted,veterans,iowa,casey,investors,earnings
26,15,17,4,12,4,authority,bowl,regime,russia,medal,score,3,19,8,hav,8,16,supreme,tavis,stocks,fed,holiday,2,11,13,0,1,character,israel,league,baseball,egypt,kennedy,investors,trading,1,film,commission,1,3,3,bowl,holiday,medal,kitchen,hav,lincoln,earnings,giants,nbc,syria,kitchen,testimony,agencies
2,28,5,18,13,0,compromise,rose,sarah,newt,cnn,wolf,25,7,20,prescription,4,18,ceiling,martha,accepts,bin,zimmerman,2,18,11,16,17,supplement,voting,anderson,shooter,voter,jon,martin,jury,1,aarp,boehner,0,1,3,rose,accepts,shooter,newt,prescription,jenna,laden,enbrel,cymbalta,liberal,palin,fiscal,ryan
5,11,27,7,2,4,yield,gentleman,martin,bin,ktvu,fog,23,0,10,copd,24,24,amendment,fly,cnn,wolf,employer,0,18,0,13,14,spill,jury,jose,hurricane,cialis,advair,enbrel,anderson,3,cbs,chair,0,0,4,retirement,employer,hurricane,cialis,fly,gulf,cymbalta,santa,oakland,laden,zimmerman,tempore,retirement
11,12,17,12,13,1,regime,israel,sarah,liberal,giants,score,16,20,19,syria,20,18,syria,russia,tempore,gentleman,amendment,4,10,10,13,0,gunman,voting,whe,baseball,palin,regime,chair,yield,5,egypt,newtown,5,3,5,newtown,jon,whe,shopping,gunman,israel,jon,nbc,league,voter,shopping,egypt,russia
3,16,4,17,26,1,thanksgiving,flu,fed,trading,ship,lincoln,15,23,0,nbc,17,28,holiday,prescription,las,kitchen,color,6,13,1,18,2,league,earnings,character,film,stocks,baseball,que,gonna,3,giants,shopping,1,4,4,miami,ceiling,ship,panel,prescription,score,ceiling,kennedy,tavis,panel,investors,christmas,miami
6,5,14,6,16,4,cleaning,cymbalta,christmas,holiday,libya,taliban,7,10,12,chinese,3,3,wolf,teachers,caller,climate,color,2,15,12,10,3,caller,advair,korea,ukraine,shopping,climate,chinese,teachers,2,guest,enbrel,0,5,2,cleaning,color,ukraine,advair,trees,trees,guest,nuclear,pakistan,thanksgiving,flu,anderson,cnn
15,29,12,17,13,3,sexual,jackson,palin,liberal,russia,israel,28,6,17,democracy,2,18,casey,nbc,testimony,lifelock,agencies,17,10,15,9,5,league,voting,syria,wild,sarah,giants,commission,supreme,0,score,abuse,0,3,3,casey,lifelock,wild,default,democracy,baseball,authority,egypt,regime,voter,default,sandusky,allegations
23,8,18,7,29,1,olympic,occur,jackson,allegations,martha,aarp,25,1,7,gulf,0,17,bowl,copd,bleeding,celebrex,arthritis,8,18,4,16,0,cbs,ron,copd,supplement,abuse,advair,cialis,chantix,1,spill,nfl,5,5,2,occur,baseball,copd,ron,southbound,southbound,baseball,jenna,jon,sandusky,sexual,tiger,olympics
21,10,7,3,14,0,flood,island,taliban,korea,gulf,alleged,12,20,29,kitchen,4,27,film,color,fog,border,terrorist,3,3,7,2,2,que,nuclear,advair,spill,pakistan,gonna,fbi,qaeda,0,las,tornado,2,4,2,film,fog,alleged,russia,mental,mental,immigration,copd,cbs,russia,libya,hurricane,flooding
16,21,21,3,28,2,immigration,fbi,compromise,ryan,century,border,25,24,4,kitchen,0,15,planes,taxpayer,flu,thanksgiving,holiday,1,18,13,13,14,que,fiscal,terrorist,immigration,ceiling,las,regulation,christmas,0,color,border,1,3,4,planes,regulation,century,rick,taxpayer,gonna,shopping,qaeda,fbi,boehner,rick,terrorist,qaeda
13,28,1,5,9,2,ceiling,compromise,nbc,fiber,cloudy,metro,3,10,20,roads,13,3,boehner,cnn,sarah,palin,voting,11,13,15,1,19,wolf,wedding,baltimore,avenue,bathroom,anderson,stains,voter,4,cymbalta,ryan,3,0,3,palin,stains,ban,bathroom,roads,enbrel,liberal,ban,beltway,calories,delicious,palin,fiscal
2,11,7,27,28,3,yield,amendment,ceiling,alleged,gulf,compromise,29,14,28,soldiers,27,13,gentleman,fog,jury,supreme,bin,7,11,4,9,12,jose,ryan,copd,spill,compromise,oakland,martin,laden,5,ktvu,rosa,2,1,3,rosa,supreme,compromise,alleged,soldiers,santa,zimmerman,advair,cbs,fiscal,boehner,tempore,chair
20,28,3,28,9,3,gregg,fiscal,fiber,wedding,memorial,color,16,13,20,compromise,18,12,ceiling,ceiling,guns,arab,pope,0,0,6,10,9,fiscal,delicious,que,gonna,christmas,boehner,veterans,mental,2,ryan,boehner,1,0,2,gregg,arab,memorial,christmas,voting,voting,background,las,kitchen,nbc,calories,ryan,compromise
18,21,28,29,21,2,border,fbi,immigration,border,compromise,ryan,14,7,29,breathing,18,19,immigration,abuse,aarp,jon,martha,15,13,19,17,7,jackson,qaeda,oklahoma,ceiling,terrorist,sexual,ere,supplement,3,allegations,terrorist,5,4,3,accepts,ere,oklahoma,missile,breathing,sandusky,jenna,boehner,fiscal,missile,fbi,qaeda,accepts
22,28,16,23,15,2,fiscal,compromise,agencies,supreme,thanksgiving,holiday,12,17,23,league,12,15,israel,chantix,religion,gay,supreme,0,2,0,1,13,bleeding,syria,flu,shopping,testimony,arthritis,ensure,marriage,0,cialis,ryan,3,5,3,israel,ensure,cialis,syria,league,celebrex,religious,cialis,christmas,commission,authority,boehner,ceiling
21,19,5,24,2,0,thi,taxpayer,loan,zimmerman,enbrel,cnn,24,7,11,neil,24,3,melissa,lou,swiffer,border,immigration,16,12,8,18,16,plavix,bin,anderson,cymbalta,laden,obamacare,qaeda,fbi,1,healthcare,thh,4,2,5,taxpayer,swiffer,objection,loan,plavix,irs,terrorist,wolf,objection,jury,martin,tte,tha
14,26,9,10,26,0,investors,earnings,earnings,trading,calories,delicious,11,1,29,skies,16,9,fed,flooding,calories,libya,korea,8,7,10,10,2,tornado,fed,fiber,wedding,objection,island,taliban,nuclear,5,hurricane,freezing,4,0,3,freezing,calories,girls,objection,skies,flood,pakistan,nbc,girls,investors,stocks,stocks,trading
8,15,22,4,19,0,supreme,agencies,tha,tte,supreme,marriage,23,7,24,tavis,18,0,testimony,kennedy,captain,tiger,olympics,12,15,12,16,17,lincoln,breathing,religious,religion,thi,film,olympic,bowl,5,character,theft,3,5,2,theft,captain,taxpayers,breathing,function,function,nfl,taxpayers,gay,thh,melissa,commission,authority
26,27,17,24,23,4,jose,santa,celebrex,bleeding,league,lincoln,28,11,4,irs,0,19,ktvu,madam,trading,investors,aad,17,12,3,4,16,lou,default,baseball,giants,cialis,neil,fed,stocks,3,healthcare,fog,2,5,4,earthquake,aad,lincoln,default,madam,obamacare,earnings,score,nbc,arthritis,chantix,oakland,earthquake
11,10,12,14,24,3,island,flooding,irs,oversight,syria,russia,15,13,5,voter,1,18,flood,korea,yield,jon,chair,7,4,18,0,0,pakistan,neil,brooke,regime,healthcare,libya,tempore,amendment,3,nuclear,hurricane,5,1,3,baltimore,jon,brooke,oversight,voter,taliban,gentleman,israel,egypt,obamacare,lou,tornado,baltimore
2,11,12,10,7,5,yield,mccain,gulf,spill,religious,russia,9,25,22,hurricane,13,12,gentleman,flooding,laden,zimmerman,bin,5,16,2,7,8,flood,advair,regime,syria,chicken,delegates,martin,russian,1,island,amendment,1,0,0,mccain,russian,religious,chicken,delegates,tornado,jury,egypt,israel,cbs,copd,chair,tempore
20,7,6,6,26,0,spill,advair,stocks,investors,chinese,teachers,12,7,27,guest,28,11,default,teachers,motion,pope,guns,7,2,19,17,18,advair,assad,cloudy,caller,fed,chinese,mental,background,0,climate,gulf,5,5,5,default,motion,cloudy,assad,advair,caller,veterans,guest,climate,earnings,trading,cbs,copd
22,17,11,0,14,3,league,nbc,korea,pakistan,chair,gentleman,17,2,21,ship,4,7,movies,haiti,gay,cholesterol,marriage,13,17,18,7,16,abc,yankees,yield,amendment,taliban,earthquake,supreme,religious,0,witness,score,4,5,1,movies,cholesterol,bombing,yankees,witness,passengers,religion,tempore,bombing,nuclear,libya,baseball,giants
5,14,4,6,17,5,nuclear,taliban,bin,nbc,bin,character,2,18,2,bret,13,22,korea,chinese,cnn,wolf,anderson,3,19,3,5,10,caller,baseball,kennedy,tavis,score,guest,cymbalta,christian,5,climate,abortion,1,2,3,abortion,christian,bin,bin,bret,teachers,enbrel,film,lincoln,league,giants,libya,pakistan
11,5,6,15,12,3,cnn,enbrel,syria,russia,caller,chinese,3,5,24,supreme,6,12,democracy,outfront,tempore,syria,chair,9,14,17,10,0,testimony,egypt,climate,premiums,por,authority,gentleman,yield,0,commission,wolf,0,0,4,democracy,syria,premiums,por,outfront,agencies,amendment,teachers,guest,regime,israel,anderson,cymbalta
25,6,24,22,11,5,climate,wjz,yield,gentleman,lou,neil,14,4,19,religious,1,13,chinese,gay,rick,santorum,iowa,11,1,5,12,15,kennedy,amendment,healthcare,obamacare,chair,marriage,gingrich,christie,1,supreme,teachers,3,3,5,wjz,christie,dot,soldiers,kennedy,religion,newt,dot,irs,tempore,soldiers,caller,guest
26,9,9,2,11,3,fiber,calories,yield,tempore,louisiana,calories,17,16,7,retailers,8,28,delicious,laden,earnings,wisconsin,investors,6,16,10,19,9,martin,gentleman,nbc,delicious,amendment,zimmerman,fed,trading,3,jury,nbc,1,4,3,championship,wisconsin,louisiana,hits,retailers,bin,stocks,wedding,fiber,hits,chair,wedding,championship
8,10,0,25,12,1,island,flood,israel,syria,haiti,earthquake,16,15,25,newt,11,0,consent,santorum,bowl,tiger,olympic,19,17,11,10,7,iowa,regime,ship,abc,toys,rick,olympics,nfl,0,gingrich,flooding,4,0,2,consent,aircraft,nominee,toys,mortgage,mortgage,aircraft,passengers,nominee,russia,egypt,tornado,hurricane
15,10,22,27,14,0,flooding,island,korea,taliban,religion,recession,25,1,28,ktvu,0,11,passengers,jose,gentleman,supreme,commission,9,3,13,3,0,cloudy,pakistan,religious,gay,libya,oakland,agencies,authority,0,santa,hurricane,2,3,5,passengers,gentleman,recession,herman,cloudy,fog,testimony,supreme,marriage,nuclear,herman,tornado,flood
10,24,8,17,22,0,healthcare,obamacare,religious,marriage,arab,olympic,27,14,12,giants,8,6,neil,score,innovation,hurricane,flooding,14,6,9,4,13,nbc,channel,tiger,nfl,supreme,league,island,flood,3,baseball,lou,1,5,2,nfl,innovation,arab,channel,japan,japan,tornado,olympics,bowl,gay,religion,irs,nfl
9,20,12,1,28,0,mental,guns,compromise,thee,regime,israel,19,25,14,baltimore,25,10,pope,cloudy,island,delicious,calories,8,7,17,10,4,avenue,ryan,bin,russia,fiscal,metro,wedding,fiber,3,hampshire,background,5,1,1,bachmann,island,bin,thee,hampshire,beltway,nbc,syria,egypt,ceiling,boehner,veterans,bachmann
22,25,17,1,18,4,rick,gingrich,aarp,supplement,score,dirt,24,28,3,metro,3,6,newt,avenue,religion,supreme,caller,8,12,17,6,1,reid,jon,nbc,baseball,stuart,beltway,marriage,religious,4,cloudy,iowa,2,0,5,para,caller,dirt,stuart,reid,baltimore,gay,league,giants,jenna,martha,para,santorum
2,25,2,13,29,3,rick,animals,allegations,reid,zimmerman,laden,28,25,25,voting,17,12,santorum,palin,zimmerman,arab,jury,12,2,10,8,9,newt,sexual,bin,jury,jackson,sarah,laden,martin,1,liberal,iowa,4,1,5,animals,arab,bachmann,reid,newt,voter,bin,martin,bachmann,abuse,sandusky,gingrich,newt
10,0,24,16,27,0,abc,haiti,jose,ktvu,obamacare,tre,18,10,19,christmas,19,5,passengers,flu,infections,flood,flooding,14,4,13,14,5,island,oakland,lou,neil,fog,shopping,hurricane,island,5,thanksgiving,wit,2,3,5,wit,infections,tre,unitedhealthcare,island,holiday,tornado,irs,healthcare,santa,unitedhealthcare,ship,earthquake
13,20,19,18,20,5,pope,veterans,guns,veterans,tte,thi,24,13,12,mccain,28,24,background,jenna,voter,sarah,voting,19,7,3,3,14,jon,background,tha,melissa,mental,aarp,palin,employer,3,supplement,guns,3,4,3,ryan,employer,russia,exchanges,mccain,martha,liberal,russia,thh,exchanges,pope,mental,ryan
12,0,5,17,26,3,edwards,ship,lanes,stocks,wolf,anderson,1,25,17,league,2,4,abc,rick,syria,art,russia,9,1,13,12,5,score,investors,enbrel,cymbalta,trading,giants,regime,egypt,2,nbc,earthquake,3,2,4,edwards,art,yankees,lanes,rick,baseball,israel,yankees,cnn,fed,earnings,haiti,passengers
21,3,21,18,1,5,drugs,gonna,metro,avenue,qaeda,rick,25,24,25,jenna,29,29,kitchen,unions,border,immigration,qaeda,12,11,1,5,2,aarp,nomination,fbi,terrorist,cloudy,martha,terrorist,abuse,2,supplement,que,2,5,4,drugs,abuse,rick,nomination,unions,jon,fbi,border,immigration,beltway,baltimore,color,las
14,27,22,8,21,3,santa,oakland,immigration,border,supreme,religious,24,15,20,nfl,6,9,jose,appropriate,pakistan,dress,libya,6,12,7,2,19,olympics,terrorist,gay,marriage,affordable,bowl,korea,nuclear,4,olympic,fog,3,0,4,teachers,dress,tragedy,affordable,appropriate,tiger,taliban,tragedy,religion,fbi,qaeda,teachers,ktvu
11,4,16,18,11,0,character,lincoln,chair,gentleman,thanksgiving,christmas,27,15,7,supplement,6,23,tavis,panel,arthritis,gentleman,amendment,2,6,6,6,3,jenna,tempore,holiday,symbicort,amendment,jon,yield,chair,5,aarp,opportunities,0,4,4,opportunities,arthritis,symbicort,fog,panel,martha,tempore,shopping,flu,fog,yield,kennedy,film
0,17,22,29,17,1,lysol,league,league,lincoln,religious,supreme,4,18,4,sandusky,3,3,score,sexual,abc,earthquake,passengers,3,13,12,13,0,jackson,baseball,religion,marriage,score,scooter,ship,haiti,2,abuse,nbc,3,1,0,lysol,gonna,charlie,lincoln,scooter,allegations,gonna,charlie,gay,nbc,giants,giants,baseball
24,2,14,0,12,2,bin,laden,syria,israel,hotel,nuclear,14,4,5,earthquake,17,18,martin,kennedy,lou,obamacare,healthcare,15,1,10,6,1,passengers,egypt,libya,korea,russia,abc,martha,neil,5,haiti,hits,1,3,4,hits,martha,hotel,missile,kennedy,ship,irs,pakistan,taliban,regime,missile,zimmerman,jury
5,28,27,13,5,2,nasa,ryan,cnn,cymbalta,fog,santa,9,24,3,palin,18,20,fiscal,stuart,enbrel,wolf,anderson,9,8,8,8,4,sarah,enbrel,jose,una,wolf,voting,background,cymbalta,2,voter,ceiling,0,4,4,nasa,background,una,eating,stuart,liberal,cnn,oakland,ktvu,eating,anderson,boehner,compromise
5,8,6,13,8,1,bowl,giants,nfl,bowl,chinese,paint,20,5,3,liberal,17,2,nfl,sarah,enbrel,cymbalta,wolf,8,16,15,3,3,auto,giffords,climate,teachers,olympic,voting,anderson,cnn,1,voter,olympics,2,5,5,giants,bin,paint,giffords,auto,palin,bin,caller,guest,tiger,olympics,tiger,olympic
4,26,26,28,25,0,investors,trading,rick,erin,trading,investors,5,23,23,ryan,29,26,stocks,fiscal,fed,film,character,12,4,14,6,2,ceiling,santorum,fed,nsaids,iowa,compromise,kennedy,lincoln,3,bleeding,earnings,0,1,1,guilty,fed,nsaids,erin,bleeding,boehner,tavis,stocks,earnings,newt,gingrich,fed,guilty
18,29,0,19,12,4,sexual,allegations,israel,syria,abc,ship,19,2,23,thi,2,8,jackson,melissa,aarp,jenna,basketball,10,3,11,17,12,bin,whe,reactions,haiti,russia,thh,martha,supplement,5,tha,witness,5,5,5,witness,basketball,reactions,whe,bin,tte,jon,passengers,earthquake,regime,egypt,sandusky,abuse
28,11,12,24,7,0,chair,yield,cbs,spill,egypt,regime,12,11,16,lou,14,14,gentleman,healthcare,korean,ceiling,boehner,0,11,9,1,14,irs,copd,israel,gift,gulf,amendments,compromise,ryan,3,obamacare,amendment,0,3,0,libya,korean,gift,syria,amendments,neil,fiscal,syria,russia,advair,syria,tempore,libya
8,26,21,22,15,1,convention,earnings,agencies,cia,terrorist,fbi,21,3,26,gay,25,26,fed,una,nfl,tiger,olympic,11,8,3,13,17,religious,authority,border,qaeda,testimony,religion,olympics,bowl,2,marriage,stocks,3,1,4,convention,bernanke,trading,cia,una,supreme,bernanke,trading,immigration,commission,supreme,investors,trading
22,12,0,19,5,0,russia,israel,cymbalta,anderson,earthquake,tavis,9,17,4,tha,3,7,egypt,tte,heartburn,religious,gay,18,13,0,13,19,melissa,enbrel,ship,passengers,wear,thh,supreme,marriage,3,yankees,regime,2,0,1,lysol,heartburn,tavis,wear,yankees,thi,religion,abc,haiti,wolf,cnn,syria,lysol
21,18,19,0,17,0,jenna,aarp,woods,giants,thi,thh,8,22,1,ship,3,10,supplement,haiti,island,qaeda,fbi,7,19,11,16,4,passengers,league,melissa,thunderstorms,nbc,married,immigration,terrorist,3,earthquake,martha,0,2,0,swiffer,island,thunderstorms,woods,married,abc,border,tha,tte,baseball,score,jon,swiffer
4,10,29,4,23,0,flooding,island,celebrex,resolution,jackson,sandusky,11,23,12,humira,12,29,hurricane,kennedy,custody,film,kennedy,9,17,15,14,18,lincoln,arthritis,abuse,sexual,bleeding,character,character,lincoln,4,tavis,flood,3,1,3,protesters,custody,putin,resolution,humira,film,tavis,putin,allegations,cialis,chantix,protesters,tornado
5,15,5,27,1,1,authority,erin,fly,baltimore,enbrel,neil,0,19,24,santa,5,11,agencies,ktvu,cymbalta,anderson,enbrel,18,4,1,12,18,fog,avenue,wolf,anderson,beltway,thi,cnn,wolf,1,jose,commission,2,2,0,erin,motion,neil,fly,thi,oakland,motion,cymbalta,cnn,cloudy,metro,testimony,supreme
12,0,15,2,17,5,ship,haiti,wood,baseball,commission,authority,3,21,16,jury,1,25,abc,immigrants,syria,israel,egypt,18,17,18,19,10,bin,score,virus,testimony,nbc,laden,regime,bachmann,5,martin,route,5,2,4,route,bachmann,virus,wood,immigrants,zimmerman,russia,supreme,agencies,giants,league,earthquake,passengers
1,24,19,14,9,0,obamacare,lou,fiber,delicious,gold,tte,17,7,8,pakistan,13,13,neil,nuclear,reilly,avenue,cloudy,18,8,8,0,16,korea,wedding,thi,tha,nbc,taliban,baltimore,metro,4,lung,irs,1,4,1,voting,reilly,gold,miami,lung,libya,beltway,melissa,thh,miami,calories,voting,healthcare
1,17,11,11,2,4,score,league,jury,zimmerman,tempore,chair,28,29,0,chair,22,3,giants,tempore,cloudy,baltimore,del,12,18,4,15,14,amendment,reid,earthquake,yield,martin,yield,avenue,metro,4,gentleman,baseball,5,5,2,constitution,del,earthquake,reid,custody,custody,beltway,gentleman,amendment,laden,bin,constitution,nbc
26,7,16,0,14,2,beltway,advair,pakistan,nuclear,holiday,christmas,21,5,4,passengers,1,1,gulf,earthquake,fed,investors,trading,14,4,8,1,19,haiti,yemen,shopping,song,libya,ship,route,stocks,2,enbrel,copd,0,5,1,beltway,route,song,yemen,enbrel,abc,earnings,flu,thanksgiving,korea,taliban,cbs,spill
15,24,28,13,9,4,neil,healthcare,wedding,fiber,ceiling,fiscal,17,6,3,liberal,11,8,irs,palin,testimony,authority,olympic,13,17,16,13,2,institute,calories,boehner,compromise,delicious,sarah,agencies,commission,4,voter,obamacare,4,4,5,purpose,olympic,swiffer,yankees,institute,voting,supreme,ryan,swiffer,yankees,nbc,purpose,lou
23,3,27,25,23,1,gonna,cliff,cialis,bleeding,jose,fog,3,7,25,gingrich,28,5,que,rick,cialis,celebrex,arthritis,19,13,6,5,11,santorum,stains,cain,santa,celebrex,iowa,bleeding,chantix,1,breathing,color,5,5,1,cliff,mutual,cain,stains,breathing,newt,mutual,ktvu,oakland,chantix,arthritis,kitchen,las
13,28,17,10,13,1,missile,boehner,sanctions,voter,giants,wit,12,13,19,island,14,11,ryan,reilly,sarah,voting,liberal,18,16,14,15,6,hurricane,liberal,league,baseball,sarah,flooding,voter,palin,2,flood,ceiling,2,2,4,missile,recognized,wit,sanctions,reilly,tornado,recognized,score,nbc,palin,voting,compromise,fiscal
6,10,7,9,6,2,flood,tornado,caller,holidays,cbs,advair,16,17,22,calories,6,14,flooding,baseball,caller,guest,teachers,6,0,18,12,13,fiber,guest,gulf,muslims,chinese,nbc,libyan,chinese,5,delicious,immigration,0,1,4,immigration,libyan,muslims,holidays,baseball,wedding,climate,copd,spill,teachers,climate,hurricane,island
26,1,2,18,3,5,avenue,baltimore,las,kitchen,zimmerman,laden,26,24,21,jon,20,6,metro,aarp,investors,fed,earnings,3,13,0,12,13,jenna,color,martin,immigration,gonna,martha,trading,innovation,4,retirement,beltway,0,3,1,wounded,innovation,immigration,trading,retirement,supplement,stocks,bin,jury,que,trading,wounded,cloudy
28,4,5,12,3,4,film,tavis,kitchen,las,wolf,anderson,26,21,26,israel,19,22,character,russia,ryan,ceiling,muslims,10,3,9,13,18,regime,color,enbrel,ceo,que,egypt,fiscal,boehner,3,qaeda,kennedy,0,4,1,tre,muslims,ceo,consumer,qaeda,syria,compromise,cymbalta,cnn,consumer,gonna,lincoln,tre
21,3,2,18,9,2,gonna,commute,nbc,delicious,roosevelt,martin,2,9,4,jon,27,14,kitchen,martha,border,immigration,qaeda,2,18,15,12,15,jenna,martin,zimmerman,bin,fiber,aarp,missile,terrorist,1,wear,las,1,5,1,commute,missile,roosevelt,martin,wear,supplement,fbi,laden,jury,calories,wedding,que,color
4,22,2,13,9,4,religion,supreme,colleagues,delicious,laden,kitchen,11,15,3,consumers,3,27,marriage,voter,film,lincoln,firefighters,5,9,2,13,16,palin,wedding,bin,jury,fiber,sarah,tavis,kennedy,5,liberal,lysol,2,2,3,lysol,firefighters,kitchen,colleagues,consumers,voting,character,zimmerman,martin,calories,nbc,religious,gay
7,20,2,6,4,0,pope,protesters,kennedy,lincoln,martin,laden,21,0,11,fly,12,23,guns,chinese,arthritis,cbs,gulf,18,18,1,14,3,teachers,tavis,jury,bin,bombing,climate,copd,spill,1,caller,background,4,0,3,protesters,arthritis,amendment,bombing,fly,guest,advair,zimmerman,amendment,film,character,mental,veterans
21,11,17,18,0,1,tempore,amendment,haiti,abc,league,giants,12,19,28,martha,14,17,yield,tha,qaeda,fbi,immigration,10,1,10,9,11,aarp,passengers,shutdown,score,chemical,jenna,terrorist,border,5,jon,qaeda,5,0,4,qaeda,brian,shutdown,chemical,tha,supplement,brian,nbc,baseball,ship,earthquake,gentleman,chair
25,28,16,9,5,4,poverty,compromise,wolf,enbrel,christmas,thanksgiving,9,22,8,wedding,6,10,boehner,newshour,gingrich,santorum,northeast,15,7,3,5,11,nbc,cymbalta,flu,olympics,cheese,delicious,iowa,rick,2,fiber,fiscal,0,0,4,poverty,northeast,olympics,cheese,newshour,calories,newt,shopping,holiday,anderson,cnn,ryan,ceiling
25,24,3,1,12,1,lou,neil,regime,israel,color,las,5,28,11,metro,29,2,irs,cloudy,santorum,iowa,gingrich,15,2,10,15,0,beltway,egypt,kitchen,gonna,russia,ceiling,newt,rick,3,baltimore,healthcare,3,3,0,arrest,jury,consent,blitzer,ceiling,avenue,jury,consent,que,syria,blitzer,obamacare,arrest
12,20,8,17,6,4,northeast,guns,guest,msnbc,olympics,tiger,13,11,18,nbc,10,7,veterans,baseball,egypt,regime,tdd,6,14,11,11,5,bipartisan,teachers,kit,bowl,chinese,giants,israel,russia,2,score,mental,5,1,5,northeast,tdd,kit,msnbc,bipartisan,league,syria,nfl,olympic,caller,climate,background,pope
20,4,5,23,17,4,film,league,league,giants,anderson,tournament,16,15,8,chantix,17,4,kennedy,cialis,background,pope,funny,11,4,15,2,18,arthritis,baseball,cymbalta,cnn,tree,agencies,mental,veterans,1,bleeding,tavis,2,0,0,league,funny,tournament,tree,agencies,celebrex,guns,enbrel,wolf,score,nbc,character,lincoln
20,6,13,6,17,4,climate,chinese,nbc,score,jesus,sarah,15,12,22,caller,5,8,teachers,israeli,veterans,background,athletes,6,13,9,16,9,chinese,league,voter,palin,panel,climate,pope,mental,5,teachers,auto,1,0,4,auto,athletes,jesus,panel,israeli,guest,guns,voting,liberal,baseball,giants,guest,caller
21,6,18,15,1,2,guest,chinese,baltimore,cloudy,martha,erin,3,9,5,nbc,8,18,teachers,authority,fbi,border,terrorist,7,1,12,5,6,testimony,chair,jenna,aarp,avenue,commission,identity,immigration,5,agencies,coach,2,5,3,coach,identity,erin,chair,nbc,supreme,qaeda,jon,supplement,beltway,metro,caller,climate
9,1,3,9,2,1,beltway,baltimore,tempore,laden,que,las,11,10,23,wedding,26,1,cloudy,northeast,wedding,calories,fiber,2,11,11,7,6,delicious,jury,gonna,kitchen,martin,nbc,nbc,delicious,5,fiber,tdd,3,2,4,tdd,temperature,reactions,tempore,northeast,calories,temperature,reactions,color,zimmerman,bin,metro,avenue
10,17,20,22,18,3,league,nbc,player,aarp,guns,mental,8,2,0,supreme,28,22,ryan,religion,island,married,hurricane,10,14,15,3,19,religious,martha,background,veterans,supplement,courtroom,flooding,tornado,0,gay,giants,3,2,0,ryan,married,cruise,player,courtroom,marriage,flood,cruise,pope,jenna,jon,score,baseball
12,13,23,20,11,2,voter,woods,chair,amendment,arthritis,chantix,4,24,0,pope,8,28,palin,mental,israel,syria,regime,7,16,1,7,10,veterans,gentleman,ship,bleeding,yield,loan,shutdown,egypt,1,background,sarah,5,4,0,woods,shutdown,ship,movies,loan,guns,russia,celebrex,cialis,movies,tempore,liberal,voting
